학수번호-분반,강좌명,대상학년,정원,교수명,학점,강의시간/강의실,이수구분,언어구분,특이사항,대학
APCH4603-01,응용화학캡스톤디자인,4,10,강경태,3.0,토 13:00-15:45 (공146),05,,,국제
APCH4603-02,응용화학캡스톤디자인,4,10,고두현,3.0,토 16:00-18:45 (공146),05,,,국제
APCH4604-01,의약및나노융합소재특강,4,35,"강은주,고두현",3.0,금 15:00-17:45 (공146),05,영어,"팀티칭, 의약 및 나노융합소재 트랙 신청자 우선",국제
APCH4606-00,독립심화학습2(응용화학과),4,2,양성익,3.0,토 13:00-15:45 (공458),05,,담당교수닝 실험방 학생만 수강 가능,국제
APCH4606-01,독립심화학습2(응용화학과),4,1,양성익,3.0,토 10:00-12:45 (공458),05,,담당교수닝 실험방 학생만 수강 가능,국제
APCH4606-02,독립심화학습2(응용화학과),4,1,양성익,3.0,토 16:00-18:45 (공458),05,,담당교수닝 실험방 학생만 수강 가능,국제
APHY1001-01,물리학2,1,40,이성훈,3.0,수 13:30-14:45 (전218)월 13:30-14:45 (전218),11,,응용물리학과 대상강좌(ABEEK강좌 아님),국제
APHY1001-02,물리학2,1,40,이은상,3.0,수 16:30-17:45 (전218)월 16:30-17:45 (전218),11,,"우주과학과 대상강좌(ABEEK강좌 아님),금요일 13:30~14:45 x-hour(전218호)",국제
APHY1001-03,물리학2,1,49,이남영,3.0,수 13:30-14:45 (멀408)월 13:30-14:45 (멀408),11,,ABEEK대상강좌 Abeek,국제
APHY1001-04,물리학2,1,49,임대영,3.0,월 15:00-16:15 (멀408)수 15:00-16:15 (멀408),11,,ABEEK대상강좌 Abeek,국제
APHY1001-06,물리학2,1,49,김영민,3.0,화 13:30-14:45 (멀408)목 13:30-14:45 (멀408),11,,ABEEK대상강좌 Abeek,국제
APHY1001-07,물리학2,1,49,김영민,3.0,목 15:00-16:15 (멀408)화 15:00-16:15 (멀408),11,,ABEEK대상강좌 Abeek,국제
APHY1001-08,물리학2,1,49,김영민,3.0,화 16:30-17:45 (멀408)목 16:30-17:45 (멀408),11,,ABEEK대상강좌 Abeek,국제
APHY1001-09,물리학2,1,50,전우진,3.0,수 09:00-10:15 (공B105)월 09:00-10:15 (공B105),11,,ABEEK대상강좌(정보전자신소재공학과전용) Abeek,국제
APHY1003-01,물리학및실험2,1,26,최홍,3.0,수 09:00-10:50 (멀407)월 09:00-10:50 (멀403),11,,ABEEK대상강좌 Abeek,국제
APHY1003-03,물리학및실험2,1,19,송현석,3.0,월 14:00-15:50 (멀403)수 14:00-15:50 (멀407),11,,ABEEK대상강좌 Abeek,국제
APHY1003-04,물리학및실험2,1,19,송현석,3.0,월 14:00-15:50 (멀404)수 14:00-15:50 (멀407),11,,ABEEK 대상강좌 Abeek,국제
APHY1003-07,물리학및실험2,1,24,이남영,3.0,목 11:00-12:50 (멀403)화 11:00-12:50 (멀407),11,,ABEEK대상강좌 Abeek,국제
APHY1003-08,물리학및실험2,1,25,이남영,3.0,화 11:00-12:50 (멀407)목 11:00-12:50 (멀404),11,,ABEEK대상강좌 Abeek,국제
APHY1003-09,물리학및실험2,1,22,이선구,3.0,화 14:00-15:50 (멀403)목 14:00-15:50 (멀407),11,,ABEEK대상강좌 Abeek,국제
APHY1003-10,물리학및실험2,1,22,이선구,3.0,목 14:00-15:50 (멀407)화 14:00-15:50 (멀404),11,,ABEEK대상강좌 Abeek,국제
APHY1003-11,물리학및실험2,1,19,이나영,3.0,월 11:00-12:50 (멀407)수 11:00-12:50 (멀403),11,,ABEEK대상강좌 Abeek,국제
APHY1003-12,물리학및실험2,1,19,이나영,3.0,월 11:00-12:50 (멀407)수 11:00-12:50 (멀404),11,,ABEEK대상강좌 Abeek,국제
APHY1003-13,물리학및실험2,1,19,이나영,3.0,수 14:00-15:50 (멀403)월 14:00-15:50 (멀407),11,,"ABEEK대상강좌, Abeek",국제
APHY1003-14,물리학및실험2,1,19,이나영,3.0,월 14:00-15:50 (멀407)수 14:00-15:50 (멀404),11,,ABEEK대상강좌 Abeek,국제
APHY1003-15,물리학및실험2,1,20,이나영,3.0,수 09:00-10:50 (멀403)월 09:00-10:50 (멀407),11,,ABEEK 대상강좌 Abeek,국제
APHY1003-16,물리학및실험2,1,19,이나영,3.0,월 09:00-10:50 (멀407)수 09:00-10:50 (멀404),11,,ABEEK 대상강좌 Abeek,국제
APHY1003-19,물리학및실험2,1,19,김태영,3.0,화 14:00-15:50 (멀407)목 14:00-15:50 (멀403),11,,ABEEK대상강좌 Abeek,국제
APHY1003-20,물리학및실험2,1,19,김태영,3.0,화 14:00-15:50 (멀407)목 14:00-15:50 (멀404),11,,ABEEK대상강좌 Abeek,국제
APHY1004-00,일반물리,1,49,송현석,3.0,수 09:00-10:15 (멀408)월 09:00-10:15 (멀408),11,,,국제
APHY1004-01,일반물리,1,50,송현석,3.0,월 10:30-11:45 (멀408)수 10:30-11:45 (멀408),11,,,국제
APHY1004-02,일반물리,1,49,송현석,3.0,수 12:00-13:15 (멀408)월 12:00-13:15 (멀408),11,,,국제
APHY1004-03,일반물리,1,49,김태영,3.0,화 09:00-10:15 (멀408)목 09:00-10:15 (멀408),11,,,국제
APHY1004-04,일반물리,1,50,김태영,3.0,화 10:30-11:45 (멀408)목 10:30-11:45 (멀408),11,,,국제
APHY1101-00,물리학실험II,1,19,이성훈,1.0,수 11:00-12:50 (멀406),05,,응용물리학과 1학년 필수대상강좌(ABEEK 아님),국제
APHY1101-01,물리학실험II,1,19,이나영,1.0,화 11:00-12:50 (멀406),05,,응용물리학과 1학년 필수대상강좌(ABEEK 아님),국제
APHY1101-02,물리학실험II,1,19,이선구,1.0,화 09:00-10:50 (멀406),05,,우주과학과 1학년 필수대상강좌(ABEEK 아님),국제
APHY1101-03,물리학실험II,1,19,이성훈,1.0,월 11:00-12:50 (멀406),05,,우주과학과 1학년 필수대상강좌(ABEEK 아님),국제
APHY2101-00,응용역학,2,39,이민철,3.0,수 10:30-11:45 (전218)월 10:30-11:45 (전218),05,영어,영어강좌,국제
APHY2103-00,수리물리II,2,39,이종수,3.0,화 10:30-11:45 (전211-2)목 10:30-11:45 (전211-2),05,영어,영어강좌,국제
APHY2106-00,전기와자기,2,39,김선경,3.0,화 13:30-14:45 (전102)목 13:30-14:45 (전102),04,,,국제
APHY2600-00,광기술개론,2,39,이광조,3.0,수 12:00-13:15 (전219)월 12:00-13:15 (전219),05,영어,영어강좌,국제
APHY2601-00,광기술실험,2,18,김선경,2.0,금 09:00-12:50 (전115),04,영어,영어강좌,국제
APHY3101-01,열및통계물리,3,39,신규승,3.0,화 10:30-11:45 (전219)목 10:30-11:45 (전219),04,,,국제
APHY3202-00,양자역학II,3,39,임대영,3.0,화 13:30-14:45 (전219)목 13:30-14:45 (전219),05,영어,영어(부분)강좌,국제
APHY3403-00,반도체물성및응용실험,3,19,손종역,2.0,금 09:00-12:50 (전117),04,,,국제
APHY3604-00,포토닉스소자,3,39,김선경,3.0,목 09:00-10:15 (전219)화 09:00-10:15 (전219),05,영어,영어강좌,국제
APHY3606-00,디지털회로개론,3,39,최정우,3.0,월 13:30-14:45 (전219)수 13:30-14:45 (전219),05,,,국제
APHY3607-00,디지털회로개론실험,3,25,최정우,2.0,금 13:30-17:20 (전125),04,,,국제
APHY4000-00,졸업논문(응용물리학과),4,30,이종수,.0,목 18:00-19:50 (전223),04,,"응용물리연구l,II 또는 응용물리캡스톤디자인과 병행, 졸업논문계획서 제출 요망",국제
APHY4201-00,응용물리연구 II,4,30,이종수,1.0,화 18:00-19:50 (전219),05,,졸업논문(응용물리학과)과 병행/응용물리캡스톤디자인과 병행 불가,국제
APHY4406-00,신소재물리,4,40,이성훈,3.0,목 15:00-16:15 (전217)화 15:00-16:15 (전217),05,영어,영어강좌,국제
AR113-01,설계기초2,1,13,정재헌,3.0,수 13:30-17:45 (품평실A),11,,,국제
AR113-02,설계기초2,1,13,김종헌,3.0,수 13:30-17:45 (품평실B),11,,,국제
AR113-03,설계기초2,1,13,강승희,3.0,수 13:30-17:45 (품평실C),11,,,국제
AR113-04,설계기초2,1,13,김성,3.0,수 13:30-17:45 (품평실D),11,영어,,국제
AR113-05,설계기초2,1,13,석정호,3.0,수 13:30-17:45 (품평실E),11,,,국제
AR114-01,표현기법2,1,15,강종현,3.0,금 15:00-19:10 (품평실A),11,,,국제
AR114-02,표현기법2,1,15,정재일,3.0,금 15:00-19:10 (품평실B),11,,,국제
AR114-03,표현기법2,1,15,이진희,3.0,금 15:00-19:10 (품평실C),11,,,국제
AR114-04,표현기법2,1,15,민세홍,3.0,금 15:00-19:10 (품평실D),11,영어(부분),,국제
AR171-00,건축구조역학,1,70,이은진,3.0,목 16:30-19:15 (공142-1),11,,,국제
AR209-01,건축디지털디자인응용,2,30,이영석,3.0,월 13:30-14:45 (공176-3)수 13:30-14:45 (공176-3),04,영어,,국제
AR209-02,건축디지털디자인응용,2,30,"김인한,최중식",3.0,"월 13:30-14:45 (공176-4),수 13:30-14:45 (공176-4)",04,,,국제
AR212-01,건축설계2,2,13,이관석,6.0,화 10:30-14:45 (품평실A)금 10:30-14:45 (품평실A),04,,"설계기초1,2,건축설계1 미이수시 수강불가",국제
AR212-02,건축설계2,2,13,김도한,6.0,화 10:30-14:45 (품평실B)금 10:30-14:45 (품평실B),04,,"설계기초1,2,건축설계1 미이수시 수강불가",국제
AR212-03,건축설계2,2,13,성진욱,6.0,금 10:30-14:45 (품평실C)화 10:30-14:45 (품평실C),04,영어,"설계기초1,2,건축설계1 미이수시 수강불가",국제
AR212-04,건축설계2,2,13,문희,6.0,금 10:30-14:45 (품평실D)화 10:30-14:45 (품평실D),04,,"설계기초1,2,건축설계1 미이수시 수강불가",국제
AR212-05,건축설계2,2,13,김조윤,6.0,화 10:30-14:45 (품평실E)금 10:30-14:45 (품평실E),04,,"설계기초1,2,건축설계1 미이수시 수강불가",국제
AR252-00,서양건축사II,2,70,김일현,3.0,월 12:00-13:15 (공142-1)목 12:00-13:15 (공142-1),04,영어,,국제
AR253-00,건축시설계획,2,70,김관수,3.0,월 15:00-16:15 (공142-1)수 15:00-16:15 (공142-1),05,영어,,국제
AR272-00,건축환경계획,2,70,정인영,3.0,목 16:30-19:15 (공363),04,,,국제
AR312-01,건축설계4,3,13,이은석,6.0,월 10:30-14:45 (품평실A)목 10:30-14:45 (품평실A),04,,건축설계3 미이수시 수강불가,국제
AR312-02,건축설계4,3,13,최여진,6.0,월 10:30-14:45 (품평실B)목 10:30-14:45 (품평실B),04,영어,건축설계3 미이수시 수강불가,국제
AR312-03,건축설계4,3,13,정수진,6.0,월 10:30-14:45 (품평실C)목 10:30-14:45 (품평실C),04,,건축설계3 미이수시 수강불가,국제
AR312-04,건축설계4,3,13,박종진,6.0,월 10:30-14:45 (품평실D)목 10:30-14:45 (품평실D),04,,건축설계3 미이수시 수강불가,국제
AR332-00,고급디지털디자인,3,20,"김인한,최중식",3.0,"수 12:00-13:15 (공176-4),금 12:00-13:15 (공176-4)",05,영어,,국제
AR354-00,환경행태론,3,70,소병익,3.0,화 10:30-11:45 (공142-1)금 10:30-11:45 (공142-1),04,,,국제
AR355-00,도시계획,3,70,서한림,3.0,월 16:30-19:15 (공142-1),04,,,국제
AR372-00,건축시공,3,70,송영웅,3.0,수 16:30-19:15 (공142-1),04,,,국제
AR412-01,건축설계6,4,13,김종헌,6.0,목 15:00-19:10 (품평실A)월 15:00-19:10 (품평실A),04,,건축설계5 미이수시 수강불가,국제
AR412-02,건축설계6,4,13,정재헌,6.0,월 15:00-19:10 (품평실B)목 15:00-19:10 (품평실B),04,,건축설계5 미이수시 수강불가,국제
AR412-03,건축설계6,4,13,이두열,6.0,월 15:00-19:10 (품평실C)목 15:00-19:10 (품평실C),04,,건축설계5 미이수시 수강불가,국제
AR412-04,건축설계6,4,13,김찬중,6.0,월 15:00-19:10 (품평실D)목 15:00-19:10 (품평실D),04,,건축설계5 미이수시 수강불가,국제
AR454-00,현대건축론,4,70,김일현,3.0,목 13:30-14:45 (공142-1)월 13:30-14:45 (공142-1),05,영어,,국제
AR471-00,건물시스템,4,70,소병익,3.0,화 12:00-13:15 (공142-1)금 12:00-13:15 (공142-1),04,,,국제
AR472-00,건축재료및구법,4,70,이은석,3.0,수 16:30-19:10 (공369),04,,,국제
AR501-00,졸업논문(건축학),5,100,김일현,.0,토 09:00-11:50 (),04,,2019년 2월 졸업생 필수 신청,국제
AR512-01,건축설계8,5,13,조대희,6.0,금 15:00-19:10 (품평실E)화 15:00-19:10 (품평실A),04,,건축설계7 미이수시 수강불가,국제
AR512-02,건축설계8,5,13,김관수,6.0,금 15:00-19:10 (품평실F)화 15:00-19:10 (품평실B),04,영어,건축설계7 미이수시 수강불가,국제
AR512-03,건축설계8,5,13,문세영,6.0,화 15:00-19:10 (품평실C)금 15:00-19:10 (품평실G),04,,건축설계7 미이수시 수강불가,국제
AR512-04,건축설계8,5,13,민준기,6.0,금 15:00-19:10 (품평실H)화 15:00-19:10 (품평실D),04,,건축설계7 미이수시 수강불가,국제
AR591-00,건축실무,5,70,유훈조,3.0,목 16:30-19:15 (공369),04,,,국제
AR593-00,독립심화학습2(건축학과),5,70,김인한,3.0,수 09:00-11:45 (품평실G),05,,,국제
ART1101-01,기초한국화,1,20,이순애,2.0,수 09:00-12:50 (미300),05,,조소전공 수강,서울
ART1102-01,기초회화,1,25,김흥모,2.0,목 11:00-14:50 (미600),05,영어,한국화 전공 수강,서울
ART1103-01,기초조소,1,30,홍명길,2.0,목 11:00-14:50 (미502),05,,회화전공 수강,서울
ART1212-01,작가론,1,40,김윤정,3.0,금 09:00-11:45 (미504),11,영어,전공기초,서울
ART1212-02,작가론,1,40,이은화,3.0,화 12:00-14:45 (미208),11,,전공기초,서울
ART1601-01,문화와미술세미나,1,42,배현진,2.0,수 13:00-14:50 (미504),05,,예술경영트랙,서울
ART1603-01,디지털그래픽,1,20,강동훈,1.0,월 14:00-15:50 (미206),05,,뉴미디어아트트랙,서울
ART1603-02,디지털그래픽,1,20,강동훈,1.0,월 16:00-17:50 (미206),05,,뉴미디어아트트랙,서울
ART2214-01,서양미술사,2,80,김숙경,3.0,월 12:00-14:45 (미504),05,,전공심화,서울
ART2602-01,현대사상담론,2,40,송명진,2.0,금 10:00-11:50 (미208),05,,예술경영트랙,서울
ART2605-01,영상미디어2,2,20,이종석,3.0,화 15:00-17:45 (미206),05,,뉴미디어아트트랙,서울
ART3216-01,한국미술사,3,80,배현진,3.0,수 15:00-17:45 (미504),05,,전공심화,서울
ART3307-01,판화,3,15,채다영,3.0,월 15:00-17:45 (미505),05,,,서울
ART3604-01,미학,3,40,박상선,3.0,화 09:00-11:45 (미208),05,,예술경영트랙,서울
ART3607-01,3D그래픽2,3,20,이배경,3.0,목 09:00-11:45 (미206),05,,뉴미디어아트트랙,서울
ART4606-01,뮤지엄현장과경영,4,40,최병식,3.0,월 13:30-14:45 (미208)수 13:30-14:45 (미208),05,,예술경영트랙,서울
ARTK1106-01,기초실기2,1,25,"박종갑,유미선",3.0,"화 15:00-17:45 (미600),목 15:00-17:45 (미600)",04,,,서울
ARTK2108-01,표현기법2,2,25,"박진영,안성규",2.0,화 11:00-14:50 (미400),04,,,서울
ARTK2110-01,조형연구2,2,25,"최지윤,박종갑",3.0,"월 09:00-11:45 (미400),수 15:00-17:45 (미400)",05,,전공심화,서울
ARTK3203-01,작품제작연구2,3,25,"김은영,손동현",2.0,"목 13:00-14:50 (미500),화 13:00-14:50 (미500)",04,,,서울
ARTK3205-01,복합표현연구2,3,25,"김흥모,박종갑",3.0,"금 12:00-14:45 (미500),수 12:00-14:45 (미500)",05,영어,전공심화,서울
ARTK4100-01,졸업논문(한국화),4,25,박종갑,.0,- (),04,,졸업예정자 수강신청,서울
ARTK4120-01,작품제작연구4,4,25,"박종갑,임근준",3.0,"수 09:00-11:45 (미602),화 15:00-17:45 (미208)",04,,,서울
ARTP1106-01,기초실기2,1,20,"박종해,정환욱",3.0,"화 15:00-17:45 (미502),금 15:00-17:45 (미502)",04,,A반,서울
ARTP1106-02,기초실기2,1,20,"김동연,정환욱",3.0,"월 09:00-11:45 (미503),금 12:00-14:45 (미503)",04,,B반,서울
ARTP2108-01,표현기법2,2,20,"한영지,정환욱",2.0,"화 10:00-11:50 (미401),목 10:00-11:50 (미401)",04,,A반,서울
ARTP2108-02,표현기법2,2,20,"김동연,정화경",2.0,"수 10:00-11:50 (미402),월 10:00-11:50 (미402)",04,,B반,서울
ARTP2110-01,복합매체2,2,20,"허수영,박광수",3.0,"월 15:00-17:45 (미401),금 12:00-14:45 (미401)",05,,전공심화/ A반,서울
ARTP2110-02,복합매체2,2,20,"김성남,김인수",3.0,"화 09:00-11:45 (미402),목 09:00-11:45 (미402)",05,,전공심화/ B반,서울
ARTP3203-01,복합표현연구2,3,20,"장세영,조윤경",2.0,"월 13:00-14:50 (미406),금 10:00-11:50 (미406)",04,,A반,서울
ARTP3203-02,복합표현연구2,3,20,"이종석,김원화",2.0,"화 13:00-14:50 (미406),수 10:00-11:50 (미406)",04,,B반,서울
ARTP3205-01,창작비평실기2,3,20,"박미나,정환욱",3.0,"월 09:00-11:45 (미404),수 09:00-11:45 (미404)",05,영어,전공심화/ A반,서울
ARTP3205-02,창작비평실기2,3,20,"인진성,신민아",3.0,"목 15:00-17:45 (미403),화 15:00-17:45 (미403)",05,,전공심화/ B반,서울
ARTP4100-01,졸업논문(회화),4,30,박미나,.0,- (),04,,졸업예정자 수강신청,서울
ARTP4119-01,작품연구제작2,4,20,"강문식,강정헌",3.0,"목 12:00-14:45 (미605),목 09:00-11:45 (미605)",04,,미디어/ 디자인,서울
ARTP4119-02,작품연구제작2,4,20,"박미나,신해철",3.0,"수 15:00-17:45 (미604),월 15:00-17:45 (미605)",04,영어,공간/ 평면,서울
ARTP4122-01,독립심화학습2(회화),4,0,박미나,3.0,목 15:00-17:45 (미209),05,,,서울
ARTS1106-01,기초실기2,1,20,"손정은,노진아",3.0,"금 15:00-17:45 (미300),수 15:00-17:45 (미300)",04,,,서울
ARTS2112-01,인체연구2,2,25,강덕봉,2.0,화 09:00-12:50 (미200),04,,,서울
ARTS2114-01,조형연구2,2,25,"홍명길,조재영",3.0,"목 15:00-17:45 (미200),목 12:00-14:45 (미200)",05,,전공심화,서울
ARTS3114-01,창작비평실기2,3,20,"손정은,양상근",3.0,"목 15:00-17:45 (미104),화 15:00-17:45 (미209)",05,,전공심화,서울
ARTS3203-01,공간연구2,3,20,노진아,2.0,수 11:00-14:50 (미209),04,,,서울
ARTS4100-01,졸업논문(조소),4,20,손정은,.0,- (),04,,,서울
ARTS4117-01,작품제작2,4,20,"문소현,박재형",3.0,"수 15:00-17:45 (미102),월 15:00-17:45 (미102)",04,,,서울
BIO102-00,생물2,1,50,김연주,3.0,목 10:30-11:45 (국310)화 10:30-11:45 (국310),11,영어,영어강좌,국제
BIO102-01,생물2,1,50,강창중,3.0,화 09:00-10:15 (국301)목 09:00-10:15 (국301),11,,유전공학과,국제
BIO102-02,생물2,1,50,하선화,3.0,수 09:00-10:15 (국305)월 09:00-10:15 (국305),11,,유전공학과,국제
BIO102-03,생물2,1,50,하선화,3.0,수 13:30-14:45 (국301)월 13:30-14:45 (국301),11,영어(부분),영어(부분)강좌,국제
BIO102-04,생물2,1,50,김기영,3.0,월 16:30-17:45 (국301)수 16:30-17:45 (국301),11,영어,영어강좌,국제
BIO103-00,일반생물,1,50,김세영,3.0,월 09:00-10:15 (생119)수 09:00-10:15 (생119),11,영어,영어강좌,국제
BIO103-01,일반생물,1,50,김세영,3.0,수 10:30-11:45 (생119)월 10:30-11:45 (생119),11,영어,영어강좌,국제
BIO103-02,일반생물,1,50,김기영,3.0,화 10:30-11:45 (국301)목 10:30-11:45 (국301),11,영어,영어강좌,국제
BIO103-03,일반생물,1,50,유민경,3.0,수 16:30-17:45 (국103)월 16:30-17:45 (국103),11,영어(부분),영어(부분)강좌,국제
BIO103-04,일반생물,1,50,이상원,3.0,수 15:00-16:15 (국310)월 15:00-16:15 (국310),11,영어,,국제
BIO104-00,생물자원학,1,50,최근원,3.0,월 09:00-10:15 (생423)수 09:00-10:15 (생423),11,,,국제
BIOL1102-01,생물학및실험2,1,24,김상훈,3.0,수 15:00-17:45 (스B113)월 13:00-14:50 (스B120),11,,수학과 외 수강불허,서울
BIOL1102-02,생물학및실험2,1,24,"김은영,김상훈",3.0,"월 13:00-14:50 (스B121),수 15:00-17:45 (스B113)",11,,물리학과 외 수강불허,서울
BIOL1102-03,생물학및실험2,1,24,"홍석표,김상훈",3.0,"월 13:00-14:50 (스B122),수 15:00-17:45 (스B113)",11,,물리학과 외 수강불허,서울
BIOL1102-04,생물학및실험2,1,24,"홍석표,김은영,유정칠,김상훈",3.0,"수 12:00-14:45 (스B113),수 12:00-14:45 (스B113),수 12:00-14:45 (스B113),월 10:00-11:50 (스B120)",11,,화학과 외 수강불허,서울
BIOL1102-06,생물학및실험2,1,24,"홍석표,김은영,유정칠",3.0,"월 10:00-11:50 (스B122)수 12:00-14:45 (스B113),수 12:00-14:45 (스B113),수 12:00-14:45 (스B113)",11,,화학과 외 수강불허,서울
BIOL1102-07,생물학및실험2,1,24,"김윤희,유정칠,김상훈",3.0,"월 12:00-14:45 (스B113),월 12:00-14:45 (스B113),화 10:00-11:50 (스B120)",11,,생물학과 외 수강불허,서울
BIOL1102-08,생물학및실험2,1,24,"김윤희,유정칠",3.0,"월 12:00-14:45 (스B113),월 12:00-14:45 (스B113)화 10:00-11:50 (스B121)",11,,생물학과 외 수강불허,서울
BIOL1102-09,생물학및실험2,1,24,"김윤희,김은영,유정칠",3.0,"월 12:00-14:45 (스B113),화 10:00-11:50 (스B122),월 12:00-14:45 (스B113)",11,,생물학과 외 수강불허,서울
BIOL2202-01,미생물학,2,80,이성재,3.0,월 10:30-11:45 (스B110)수 10:30-11:45 (스B110),04,,,서울
